MGRS_TILE,count,date,row_id,mean,median,p25,p75,stdDev
31UFT,0,2026-03-29,5,,,,,
31UFT,0,2026-03-29,6,,,,,
31UFT,139,2026-03-30,0,0.7913469178914634,0.7936485164162087,0.7801073864675417,0.8048199672614901,0.03368034950530341
31UFT,0,2026-03-30,1,,,,,
31UFT,0,2026-03-30,2,,,,,
31UFT,0,2026-03-30,3,,,,,
31UFT,0,2026-03-30,4,,,,,
31UFT,0,2026-03-30,5,,,,,
31UFT,0,2026-03-30,6,,,,,
31UFT,0,2026-04-01,0,,,,,
31UFT,0,2026-04-01,1,,,,,
31UFT,0,2026-04-01,2,,,,,
31UFT,0,2026-04-01,3,,,,,
31UFT,0,2026-04-01,4,,,,,
31UFT,0,2026-04-01,5,,,,,
31UFT,0,2026-04-01,6,,,,,
31UFT,96,2026-04-01,0,0.48531934174380814,0.4845581218876735,0.46666665136661106,0.5000916016679379,0.022617785579931528
31UFT,0,2026-04-01,1,,,,,
31UFT,61,2026-04-01,2,0.3977453083432762,0.3958903821576351,0.32056453369429927,0.49109415829192055,0.0987356860626505
31UFT,0,2026-04-01,3,,,,,
31UFT,0,2026-04-01,4,,,,,
31UFT,0,2026-04-01,5,,,,,
31UFT,0,2026-04-01,6,,,,,
31UFT,190,2026-04-04,0,0.6797069735486517,0.6760222046326235,0.6104844057849779,0.73880971795049,0.08169881055541071
31UFT,0,2026-04-04,1,,,,,
31UFT,0,2026-04-04,2,,,,,
31UFT,0,2026-04-04,3,,,,,
31UFT,0,2026-04-04,4,,,,,
31UFT,0,2026-04-04,5,,,,,
31UFT,0,2026-04-04,6,,,,,
31UFT,0,2026-04-06,0,,,,,
31UFT,0,2026-04-06,1,,,,,
31UFT,0,2026-04-06,2,,,,,
31UFT,0,2026-04-06,3,,,,,
31UFT,0,2026-04-06,4,,,,,
31UFT,0,2026-04-06,5,,,,,
31UFT,0,2026-04-06,6,,,,,
31UFT,0,2026-04-08,0,,,,,
31UFT,0,2026-04-08,1,,,,,
31UFT,0,2026-04-08,2,,,,,
31UFT,0,2026-04-08,3,,,,,
31UFT,0,2026-04-08,4,,,,,
31UFT,0,2026-04-08,5,,,,,
31UFT,0,2026-04-08,6,,,,,
31UFT,0,2026-04-09,0,,,,,
31UFT,0,2026-04-09,1,,,,,
31UFT,0,2026-04-09,2,,,,,
31UFT,0,2026-04-09,3,,,,,
31UFT,0,2026-04-09,4,,,,,
31UFT,0,2026-04-09,5,,,,,
31UFT,0,2026-04-09,6,,,,,
31UFT,0,2026-04-11,0,,,,,
31UFT,0,2026-04-11,1,,,,,
31UFT,0,2026-04-11,2,,,,,
31UFT,0,2026-04-11,3,,,,,
31UFT,0,2026-04-11,4,,,,,
31UFT,0,2026-04-11,5,,,,,
31UFT,0,2026-04-11,6,,,,,
31UFT,0,2026-04-11,0,,,,,
31UFT,0,2026-04-11,1,,,,,
31UFT,0,2026-04-11,2,,,,,
31UFT,0,2026-04-11,3,,,,,
31UFT,0,2026-04-11,4,,,,,
31UFT,0,2026-04-11,5,,,,,
31UFT,0,2026-04-11,6,,,,,
31UFT,0,2026-04-14,0,,,,,
31UFT,9,2026-04-14,1,0.28742694213417175,0.3136155235294156,0.25908280246467336,0.3669185402880134,0.12953846367384936
31UFT,0,2026-04-14,2,,,,,
31UFT,0,2026-04-14,3,,,,,
31UFT,0,2026-04-14,4,,,,,
31UFT,0,2026-04-14,5,,,,,
31UFT,0,2026-04-14,6,,,,,
31UFT,0,2026-04-16,0,,,,,
31UFT,0,2026-04-16,1,,,,,
31UFT,10,2026-04-16,2,0.5044907212094702,0.5060177958532432,0.47383308902471766,0.5369349688165076,0.03408859017968141
31UFT,0,2026-04-16,3,,,,,
31UFT,0,2026-04-16,4,,,,,
31UFT,0,2026-04-16,5,,,,,
31UFT,0,2026-04-16,6,,,,,
31UFT,0,2026-04-18,0,,,,,
31UFT,0,2026-04-18,1,,,,,
31UFT,0,2026-04-18,2,,,,,
31UFT,0,2026-04-18,3,,,,,
31UFT,0,2026-04-18,4,,,,,
31UFT,0,2026-04-18,5,,,,,
31UFT,0,2026-04-18,6,,,,,
31UFT,0,2026-04-19,0,,,,,
31UFT,0,2026-04-19,1,,,,,
31UFT,0,2026-04-19,2,,,,,
31UFT,0,2026-04-19,3,,,,,
31UFT,0,2026-04-19,4,,,,,
31UFT,0,2026-04-19,5,,,,,
31UFT,0,2026-04-19,6,,,,,
31UFT,190,2026-04-21,0,0.8012885491646322,0.8112295145631438,0.7845122559397314,0.8238836659992351,0.05687478020708591
31UFT,9,2026-04-21,1,0.4135089551002908,0.39425460245858085,0.39249149317896814,0.4721525197066086,0.06189313475712021
31UFT,92,2026-04-21,2,0.5773478500081243,0.5904975442247442,0.5206002102781382,0.6280480521775308,0.0730822708877266
31UFT,20,2026-04-21,3,0.3766746677449199,0.3552123739088723,0.3487179541062712,0.4030395152747431,0.0414563063743757
31UFT,16,2026-04-21,4,0.5197573860409931,0.48919136416280934,0.4725169050310547,0.5814241662604216,0.07597099613226722
31UFT,13,2026-04-21,5,0.6263643501827046,0.6409335711499867,0.5615170960586445,0.6696481873163929,0.05920389726365003
31UFT,35,2026-04-21,6,0.48150046472291763,0.47634764522320266,0.4545454398847289,0.5381263872064607,0.12429712680127468
31UFT,190,2026-04-21,0,0.81020277798523,0.8191894352950286,0.7941640405831293,0.8347432962315189,0.052747571694776674
31UFT,9,2026-04-21,1,0.38701131700634767,0.425427142351036,0.31383577609078145,0.44425957343834505,0.05938287248748983
31UFT,92,2026-04-21,2,0.588813471344736,0.6081433638463947,0.549480992233748,0.6385674674059371,0.07820525480738069
31UFT,20,2026-04-21,3,0.40273573894455916,0.41140532494574,0.36036036980888886,0.44691671946332323,0.05280759945303353
31UFT,16,2026-04-21,4,0.5328496629971053,0.5236270586718703,0.4937091055866364,0.5814683845418149,0.08035873242190564
31UFT,13,2026-04-21,5,0.6261099802888496,0.6179337170156436,0.5864312186252052,0.683720915860607,0.05874587366332714
31UFT,35,2026-04-21,6,0.47942862510272716,0.48821547681270183,0.4435612163647084,0.550925924329008,0.12889951352436463
31UFT,190,2026-04-24,0,0.8141980575560304,0.8254736168151063,0.7982956903985823,0.8367832215872244,0.052802839718300416
31UFT,9,2026-04-24,1,0.41439098899901555,0.4462099502652865,0.3672014228882029,0.4720616749196879,0.08811824998839524
31UFT,92,2026-04-24,2,0.5869162092436988,0.5983057759768352,0.5363540453199439,0.6391018006309702,0.08027644200669092
31UFT,20,2026-04-24,3,0.41080119863038655,0.40040648067270873,0.3852040733293944,0.42318565277954945,0.04460681964700695
31UFT,16,2026-04-24,4,0.547689619656347,0.5155592909415757,0.4839436415400061,0.6006224171619019,0.08506508609823071
31UFT,13,2026-04-24,5,0.6518051126253942,0.6399772852487559,0.5861605704466779,0.6969309311990913,0.06263479361475137
31UFT,35,2026-04-24,6,0.5229497588950097,0.5288888800585715,0.4901960733763615,0.5740072095353269,0.1260379184836096
31UFT,190,2026-04-26,0,0.8079132895156131,0.8171046206505047,0.7936061975012463,0.8329835240133896,0.059387270750678435
31UFT,9,2026-04-26,1,0.4768734169304759,0.505935583477426,0.43755361692356226,0.5277777988570947,0.08313507962346439
31UFT,92,2026-04-26,2,0.6255959862247453,0.6234612473771906,0.5768535386460049,0.6683753453063912,0.0635314321623087
31UFT,20,2026-04-26,3,0.4420701751628628,0.42540073858130745,0.38721139629137763,0.4868671391871981,0.0449477583432526
31UFT,16,2026-04-26,4,0.5751176068562012,0.5591926058374668,0.5196163814946676,0.6226839011716676,0.06494866331934306
31UFT,13,2026-04-26,5,0.668517176512293,0.6711158527513845,0.6119200809315198,0.707373283830321,0.04918553702562561
31UFT,35,2026-04-26,6,0.5647421504319095,0.5943152648172397,0.5086757759711764,0.6482359151263111,0.11982834268224582
31UFT,190,2026-04-28,0,0.8042379152878466,0.8154644192535365,0.7904468161539436,0.8288223485757938,0.05793413094989636
31UFT,9,2026-04-28,1,0.46772329057620854,0.4587331853370569,0.430400013923645,0.5008034415536475,0.047454174028528424
31UFT,92,2026-04-28,2,0.607207698342957,0.6092545019150529,0.5614552829734292,0.6591511018482029,0.07413164158142799
31UFT,20,2026-04-28,3,0.4391942624249803,0.45611286858915784,0.38285712947650835,0.48715019502565027,0.053345759232964474
31UFT,16,2026-04-28,4,0.5858115744329633,0.5722188144326946,0.5250521982975151,0.6554338756429068,0.07466707170862837
31UFT,13,2026-04-28,5,0.666379525425628,0.6527293788084713,0.5993208713409932,0.7117563687526178,0.05612606900442992
31UFT,35,2026-04-28,6,0.5989415387800873,0.6218905468026422,0.5316176490125063,0.6634146335258291,0.09129727316817779
31UFT,190,2026-04-29,0,0.8200948507884437,0.8326878849610752,0.8094733794285242,0.8445596078194183,0.05713732969834568
31UFT,9,2026-04-29,1,0.4800843338072205,0.47204967794362734,0.4567627719273444,0.520000002337437,0.05137895063214829
31UFT,92,2026-04-29,2,0.6497136333252073,0.6608307862904957,0.6023031703635213,0.6936897060132786,0.07445863519951658
31UFT,20,2026-04-29,3,0.47234784631869825,0.4784633555037976,0.4369863197900916,0.5078219214455094,0.04640492803747285
31UFT,16,2026-04-29,4,0.6175544392469915,0.6145904830342764,0.558954737200476,0.6853658445170598,0.0789893802289123
31UFT,13,2026-04-29,5,0.6941739928482602,0.6816734878103978,0.6588124446231731,0.739358596891016,0.061500093107241284
31UFT,35,2026-04-29,6,0.6106825751923053,0.6272522431344223,0.5733695800031275,0.6631407658360149,0.12525733525300986
31UFT,190,2026-05-01,0,0.8004093635607049,0.8113753921757914,0.7760321081366169,0.8271845391314485,0.05800677011843781
31UFT,9,2026-05-01,1,0.5102529830913844,0.5073212704517157,0.45644602514242044,0.5369595682612026,0.04818022072880312
31UFT,92,2026-05-01,2,0.6366611526476054,0.6438791821418228,0.5778688442464333,0.6979868646769968,0.07966140611145982
31UFT,20,2026-05-01,3,0.48631465235876836,0.4958217341011951,0.4184914754186697,0.5291916228817256,0.05680840937313964
31UFT,16,2026-05-01,4,0.6173719943203347,0.6075179610368415,0.5465587026216016,0.6751691846151907,0.07112777107920437
31UFT,13,2026-05-01,5,0.6945356005925412,0.6882022340126576,0.665769812791749,0.7351821536835419,0.04384333325703879
31UFT,35,2026-05-01,6,0.6142965350256353,0.6247031160503995,0.585470061998225,0.6699999944120645,0.12404391100191893
31UFT,190,2026-05-01,0,0.804186632985407,0.8192136292357755,0.7818608332018147,0.8372681036857333,0.05693005308495863
31UFT,9,2026-05-01,1,0.5007964468652393,0.5023832180538291,0.4512325849911724,0.5499700873236131,0.08152771972479995
31UFT,92,2026-05-01,2,0.6261608327606875,0.6323387445323647,0.5890698891840294,0.6750355287875827,0.08493267561165266
31UFT,20,2026-05-01,3,0.468087031823194,0.4592314806374108,0.4035087862622736,0.5318818084135306,0.0700624947300768
31UFT,16,2026-05-01,4,0.6122282000035193,0.5800711910470892,0.5638659503398354,0.644760208489742,0.07420067419928103
31UFT,13,2026-05-01,5,0.6896535180147645,0.7094972122001383,0.6577612535197189,0.7309019300197725,0.06567976700407306
31UFT,35,2026-05-01,6,0.6117461598337359,0.6425532132441121,0.5704254358451156,0.6679188651931787,0.1257265717210093
31UFT,0,2026-05-04,0,,,,,
31UFT,0,2026-05-04,1,,,,,
31UFT,0,2026-05-04,2,,,,,
31UFT,0,2026-05-04,3,,,,,
31UFT,0,2026-05-04,4,,,,,
31UFT,0,2026-05-04,5,,,,,
31UFT,0,2026-05-04,6,,,,,
31UFT,0,2026-05-06,0,,,,,
31UFT,0,2026-05-06,1,,,,,
31UFT,0,2026-05-06,2,,,,,
31UFT,0,2026-05-06,3,,,,,
31UFT,0,2026-05-06,4,,,,,
31UFT,0,2026-05-06,5,,,,,
31UFT,0,2026-05-06,6,,,,,
31UFT,190,2026-05-08,0,0.7917437655423502,0.8019434335628477,0.7739719935976921,0.8157544736125107,0.04596267510065334
31UFT,5,2026-05-08,1,0.49850624580356506,0.5253456154612484,0.30864197530864196,0.6178608443151867,0.11697459277260452
31UFT,29,2026-05-08,2,0.6373527733191536,0.6363636491917708,0.6048951181027696,0.6794035258119918,0.06805825054078139
31UFT,20,2026-05-08,3,0.5432714794863766,0.5514266824036909,0.4945787937053032,0.6016073750309496,0.06545938308639584
31UFT,16,2026-05-08,4,0.6554382757253285,0.6428948793098392,0.5923379341827203,0.7213114831460181,0.08179201275549622
31UFT,13,2026-05-08,5,0.7117074012071524,0.713231910802295,0.683899545814481,0.7609359111913503,0.05185133159083982
31UFT,35,2026-05-08,6,0.6513128432313463,0.6685837360706514,0.6304829294969588,0.6959692902225101,0.11439729204545714
31UFT,190,2026-05-09,0,0.8195764385346408,0.8333108997400722,0.8041213250516598,0.8411161798145794,0.04841351837330338
31UFT,0,2026-05-09,1,,,,,
31UFT,0,2026-05-09,2,,,,,
31UFT,0,2026-05-09,3,,,,,
31UFT,0,2026-05-09,4,,,,,
31UFT,0,2026-05-09,5,,,,,
31UFT,0,2026-05-09,6,,,,,
31UFT,0,2026-05-11,0,,,,,
31UFT,0,2026-05-11,1,,,,,
31UFT,0,2026-05-11,2,,,,,
31UFT,0,2026-05-11,3,,,,,
31UFT,0,2026-05-11,4,,,,,
31UFT,0,2026-05-11,5,,,,,
31UFT,0,2026-05-11,6,,,,,
31UFT,0,2026-05-11,0,,,,,
31UFT,0,2026-05-11,1,,,,,
31UFT,0,2026-05-11,2,,,,,
31UFT,0,2026-05-11,3,,,,,
31UFT,0,2026-05-11,4,,,,,
31UFT,0,2026-05-11,5,,,,,
31UFT,0,2026-05-11,6,,,,,
31UFT,6,2026-05-14,0,0.7136305402410792,0.7262620828029587,0.7210103409383432,0.7262620828029587,0.06146269288190204
31UFT,0,2026-05-14,1,,,,,
31UFT,0,2026-05-14,2,,,,,
31UFT,20,2026-05-14,3,0.5626153820036073,0.5463228288922559,0.5149384879436035,0.6075691476217217,0.058616208533864275
31UFT,3,2026-05-14,4,0.6072034801745245,0.5752860311241622,0.5752860311241622,0.6643426210374752,0.040429572253395406
31UFT,0,2026-05-14,5,,,,,
31UFT,0,2026-05-14,6,,,,,
31UFT,0,2026-05-16,0,,,,,
31UFT,0,2026-05-16,1,,,,,
31UFT,0,2026-05-16,2,,,,,
31UFT,0,2026-05-16,3,,,,,
31UFT,0,2026-05-16,4,,,,,
31UFT,0,2026-05-16,5,,,,,
31UFT,0,2026-05-16,6,,,,,
31UFT,0,2026-05-18,0,,,,,
31UFT,0,2026-05-18,1,,,,,
31UFT,0,2026-05-18,2,,,,,
31UFT,0,2026-05-18,3,,,,,
31UFT,0,2026-05-18,4,,,,,
31UFT,0,2026-05-18,5,,,,,
31UFT,0,2026-05-18,6,,,,,
31UFT,96,2026-05-19,0,0.5020664181041105,0.5042313533502555,0.49487947796963033,0.509561298857304,0.015429671268300872
31UFT,0,2026-05-19,1,,,,,
31UFT,41,2026-05-19,2,0.6087462015101827,0.6031999906539915,0.5718355808821382,0.6502441222550642,0.06862248954696071
31UFT,0,2026-05-19,3,,,,,
31UFT,0,2026-05-19,4,,,,,
31UFT,0,2026-05-19,5,,,,,
31UFT,0,2026-05-19,6,,,,,
31UFT,0,2026-05-21,0,,,,,
31UFT,0,2026-05-21,1,,,,,
31UFT,0,2026-05-21,2,,,,,
31UFT,0,2026-05-21,3,,,,,
31UFT,0,2026-05-21,4,,,,,
31UFT,0,2026-05-21,5,,,,,
31UFT,0,2026-05-21,6,,,,,
31UFT,0,2026-05-21,0,,,,,
31UFT,0,2026-05-21,1,,,,,
31UFT,0,2026-05-21,2,,,,,
31UFT,0,2026-05-21,3,,,,,
31UFT,0,2026-05-21,4,,,,,
31UFT,0,2026-05-21,5,,,,,
31UFT,0,2026-05-21,6,,,,,
31UFT,190,2026-05-24,0,0.8125963974430587,0.8234597076834874,0.8004045901542991,0.8347538833930073,0.048609405842525606
31UFT,9,2026-05-24,1,0.6985087297444574,0.6997690449051055,0.6752899158903582,0.7762307212521421,0.10822239496332893
31UFT,92,2026-05-24,2,0.6724707934354774,0.6777016294842013,0.6356073280673578,0.7101415817972185,0.07521627390879944
31UFT,20,2026-05-24,3,0.6863251743420278,0.6945364236878883,0.6240458098367674,0.7493606244348646,0.06690545230306989
31UFT,16,2026-05-24,4,0.7454150889878706,0.714140899729536,0.6878787866529883,0.8235294243405862,0.07530634626223366
31UFT,13,2026-05-24,5,0.7801615165304432,0.7704822598412578,0.741231488947306,0.8303757845858216,0.05063517977806459
31UFT,35,2026-05-24,6,0.7202013810457144,0.7294201981769064,0.6893840155881177,0.7563052674983618,0.08738443420014795
31UFT,190,2026-05-26,0,0.7963380343546365,0.8077034755476381,0.7839316714116518,0.815184603647015,0.04738309340999912
31UFT,9,2026-05-26,1,0.6773423438898584,0.7189399579313018,0.6029609590572037,0.7490462116092281,0.07027751098227143
31UFT,92,2026-05-26,2,0.6855282084952994,0.679105167036662,0.6477971607794221,0.7254385237914965,0.06239919891878161
31UFT,20,2026-05-26,3,0.6693941727659454,0.6835252998886704,0.6247606717832631,0.7088926334167222,0.062300750265035225
31UFT,16,2026-05-26,4,0.7357057384750424,0.7439747034681393,0.7013463785876818,0.7645895104717996,0.0527779890215954
31UFT,13,2026-05-26,5,0.7493786767224572,0.7374798200907491,0.716916803001232,0.790843371157896,0.04111946190933593
31UFT,35,2026-05-26,6,0.7122540711560716,0.7112124988593727,0.6930471091305708,0.7474246390554767,0.07098705412294339
31UFT,190,2026-05-28,0,0.7928313957206509,0.8038705920061544,0.7789994466745745,0.8174064000016716,0.05221012046083741
31UFT,9,2026-05-28,1,0.6830266023673177,0.7146226472079411,0.6388508942123564,0.7441204040489211,0.07099053843407767
31UFT,92,2026-05-28,2,0.6868015926527677,0.6831922629280128,0.6279683387682599,0.7351954501541389,0.07007976489128258
31UFT,20,2026-05-28,3,0.6833631928479218,0.6854156500462723,0.639794160350766,0.7086727224026041,0.05378639529549364
31UFT,16,2026-05-28,4,0.72765130169389,0.7074554347818212,0.6773655640676656,0.778495330167763,0.057165755787475216
31UFT,13,2026-05-28,5,0.7524868950443618,0.7488618997855641,0.7335591204832485,0.7962140637676728,0.04680759901110144
31UFT,35,2026-05-28,6,0.7040899259136632,0.7183840881773584,0.6747190945334388,0.7402985156286158,0.07390918131472012
31UFT,0,2026-05-29,0,,,,,
31UFT,0,2026-05-29,1,,,,,
31UFT,0,2026-05-29,2,,,,,
31UFT,0,2026-05-29,3,,,,,
31UFT,0,2026-05-29,4,,,,,
31UFT,0,2026-05-29,5,,,,,
31UFT,0,2026-05-29,6,,,,,
31UFT,0,2026-05-31,0,,,,,
31UFT,0,2026-05-31,1,,,,,
31UFT,0,2026-05-31,2,,,,,
31UFT,0,2026-05-31,3,,,,,
31UFT,0,2026-05-31,4,,,,,
31UFT,0,2026-05-31,5,,,,,
31UFT,0,2026-05-31,6,,,,,
31UFT,1,2026-05-31,0,0.5911144644957603,0.5911144644957603,0.5911144644957603,0.5911144644957603,0.0
31UFT,0,2026-05-31,1,,,,,
31UFT,0,2026-05-31,2,,,,,
31UFT,0,2026-05-31,3,,,,,
31UFT,0,2026-05-31,4,,,,,
31UFT,0,2026-05-31,5,,,,,
31UFT,0,2026-05-31,6,,,,,
31UFT,140,2026-06-03,0,0.7818710264667257,0.8058301450984668,0.7702766028374638,0.8331267591692765,0.07711937673899952
31UFT,0,2026-06-03,1,,,,,
31UFT,0,2026-06-03,2,,,,,
31UFT,0,2026-06-03,3,,,,,
31UFT,0,2026-06-03,4,,,,,
31UFT,0,2026-06-03,5,,,,,
31UFT,0,2026-06-03,6,,,,,
31UFT,190,2026-06-05,0,0.829400012499111,0.8387660688265288,0.8131051811182503,0.8543921862110903,0.05576177147506303
31UFT,0,2026-06-05,1,,,,,
31UFT,0,2026-06-05,2,,,,,
31UFT,0,2026-06-05,3,,,,,
31UFT,0,2026-06-05,4,,,,,
31UFT,13,2026-06-05,5,0.8003004239757645,0.80743316449966,0.7738317811890321,0.8247261308264341,0.041951385372130785
31UFT,0,2026-06-05,6,,,,,
31UFT,0,2026-06-07,0,,,,,
31UFT,0,2026-06-07,1,,,,,
31UFT,0,2026-06-07,2,,,,,
31UFT,0,2026-06-07,3,,,,,
31UFT,0,2026-06-07,4,,,,,
31UFT,0,2026-06-07,5,,,,,
31UFT,0,2026-06-07,6,,,,,
31UFT,0,2026-06-08,0,,,,,
31UFT,0,2026-06-08,1,,,,,
31UFT,0,2026-06-08,2,,,,,
31UFT,0,2026-06-08,3,,,,,
31UFT,0,2026-06-08,4,,,,,
31UFT,0,2026-06-08,5,,,,,
31UFT,0,2026-06-08,6,,,,,
31UFT,0,2026-06-10,0,,,,,
31UFT,0,2026-06-10,1,,,,,
31UFT,0,2026-06-10,2,,,,,
31UFT,0,2026-06-10,3,,,,,
31UFT,0,2026-06-10,4,,,,,
31UFT,0,2026-06-10,5,,,,,
31UFT,0,2026-06-10,6,,,,,
31UFT,190,2026-06-10,0,0.8145921880014697,0.8255820864253623,0.78604177201044,0.8503095580816779,0.05743372184956914
31UFT,0,2026-06-10,1,,,,,
31UFT,0,2026-06-10,2,,,,,
31UFT,0,2026-06-10,3,,,,,
31UFT,0,2026-06-10,4,,,,,
31UFT,0,2026-06-10,5,,,,,
31UFT,0,2026-06-10,6,,,,,
